timestamp,pm25,pm10,co,so2,no2,o3,temperature,humidity,pressure,wind_speed,clouds,aqi,day,month,day_of_week,doy_sin,doy_cos,aqi_lag_1d,aqi_lag_2d,aqi_lag_3d,aqi_lag_7d,pm25_lag_1d,pm25_lag_2d,pm25_lag_3d,pm25_lag_7d,aqi_rolling_mean_3d,aqi_rolling_mean_7d,aqi_rolling_mean_14d,pm25_rolling_mean_3d,pm25_rolling_mean_7d,pm25_rolling_mean_14d,wind_speed_roll_3d,temperature_roll_3d,humidity_roll_3d,pressure_roll_3d,wind_speed_roll_7d,temperature_roll_7d,humidity_roll_7d,aqi_change_rate,target_aqi_day1,target_aqi_day2,target_aqi_day3
2024-06-30,63.49583333333334,109.45,508.9166666666667,12.1,17.591666666666665,142.33333333333334,33.229166666666664,61.04166666666666,971.5708333333332,7.483333333333333,13.875,155.0,30,6,6,0.0107513077635219,-0.9999422030204416,138.0,114.0,151.0,129.0,50.645833333333336,40.770833333333336,55.72916666666666,46.95416666666667,135.66666666666666,145.28571428571428,131.57142857142858,51.63750000000005,57.53333333333334,49.88184523809524,7.68611111111111,33.7861111111111,56.66666666666666,972.6638888888888,8.514880952380953,34.21488095238095,50.80357142857143,17.0,129.0,125.0,124.0
2024-07-01,46.8125,88.3625,451.25,9.870833333333334,17.854166666666668,105.79166666666669,33.525,64.625,968.8708333333334,8.387500000000001,36.333333333333336,129.0,1,7,0,-0.0064508641981051,-0.9999791929590824,155.0,138.0,114.0,141.0,63.49583333333334,50.645833333333336,40.770833333333336,51.5625,140.66666666666666,143.57142857142858,134.71428571428572,53.65138888888894,56.85476190476191,51.19910714285714,7.590277777777778,33.66249999999999,60.04166666666666,971.0458333333332,8.75357142857143,34.04047619047619,55.04166666666667,-26.0,125.0,124.0,75.0
2024-07-02,45.05416666666667,133.78333333333333,351.375,8.845833333333333,13.045833333333334,116.54166666666669,33.15833333333333,68.5,968.2166666666668,11.208333333333334,32.375,125.0,2,7,1,-0.0236511272452315,-0.9997202729664084,129.0,155.0,138.0,159.0,46.8125,63.49583333333334,50.645833333333336,70.2,136.33333333333334,138.71428571428572,137.35714285714286,51.78750000000005,53.2625,52.282738095238095,9.026388888888889,33.30416666666665,64.72222222222221,969.552777777778,9.32797619047619,33.81369047619047,58.708333333333336,-4.0,124.0,75.0,100.0
2024-07-03,44.98333333333333,127.575,321.4166666666667,9.366666666666667,10.075,130.95833333333334,31.825,74.95833333333333,970.8083333333334,16.2,46.708333333333336,124.0,3,7,2,-0.0408443915432961,-0.9991655196610107,125.0,129.0,155.0,159.0,45.05416666666667,46.8125,63.49583333333334,70.32916666666667,126.0,133.71428571428572,138.21428571428572,45.61666666666671,49.641666666666666,52.63363095238096,11.931944444444444,32.836111111111094,69.3611111111111,969.2986111111112,10.25952380952381,33.19047619047619,62.86309523809524,-1.0,75.0,100.0,87.0
2024-07-04,23.4875,52.06666666666666,334.125,6.758333333333333,11.8375,105.79166666666669,30.204166666666666,73.91666666666667,973.9541666666668,13.758333333333333,54.91666666666666,75.0,4,7,3,-0.0580255693287803,-0.9983150972033183,124.0,125.0,129.0,151.0,44.98333333333333,45.05416666666667,46.8125,55.72916666666666,108.0,122.85714285714286,134.14285714285714,37.84166666666671,45.035714285714285,50.87083333333333,13.72222222222222,31.729166666666654,72.45833333333333,970.9930555555557,10.373214285714289,32.867261904761904,64.57142857142857,-49.0,100.0,87.0,109.0
2024-07-05,35.175000000000004,83.30416666666666,397.875,9.975,13.225,123.41666666666669,30.616666666666664,73.25,970.5583333333334,12.45,55.04166666666666,100.0,5,7,4,-0.0751895764147585,-0.9971692572470178,75.0,124.0,125.0,114.0,23.4875,44.98333333333333,45.05416666666667,40.770833333333336,99.66666666666669,120.85714285714286,130.92857142857142,34.54861111111116,44.23630952380953,49.57559523809524,14.136111111111113,30.88194444444443,74.04166666666667,971.7736111111112,10.9125,32.398809523809526,67.25,25.0,87.0,109.0,102.0
2024-07-06,29.02083333333333,54.50833333333333,449.625,11.016666666666666,14.804166666666667,109.75,28.4,81.79166666666667,970.7291666666666,10.758333333333333,87.66666666666667,87.0,6,7,5,-0.0923313336953912,-0.9957283388645872,100.0,75.0,124.0,138.0,35.175000000000004,23.4875,44.98333333333333,50.645833333333336,87.33333333333333,113.57142857142856,127.57142857142856,29.227777777777828,41.14702380952381,48.15863095238095,12.322222222222225,29.740277777777763,76.31944444444446,971.7472222222224,11.463690476190475,31.565476190476197,71.15476190476191,-13.0,109.0,102.0,133.0
2024-07-07,38.5625,78.95,593.1666666666666,10.208333333333334,29.09583333333333,88.25,28.754166666666663,78.5,974.2208333333332,8.216666666666667,56.0,109.0,7,7,6,-0.1094457686489155,-0.993992768446958,87.0,100.0,75.0,155.0,29.02083333333333,35.175000000000004,23.4875,63.49583333333334,98.66666666666669,107.0,126.14285714285714,34.25277777777783,37.585119047619045,47.55922619047619,10.475,29.25694444444443,77.84722222222223,971.8361111111112,11.56845238095238,30.92619047619048,73.64880952380952,22.0,102.0,133.0,164.0
2024-07-08,36.0125,76.3125,445.2916666666667,7.875,18.591666666666665,101.33333333333331,30.8375,71.66666666666667,976.6791666666668,9.075,20.125,102.0,8,7,0,-0.1265278168386831,-0.9919630595773395,109.0,87.0,100.0,129.0,38.5625,29.02083333333333,35.175000000000004,46.8125,99.33333333333331,103.14285714285714,123.35714285714286,34.53194444444449,36.0422619047619,46.44851190476191,9.35,29.330555555555545,77.31944444444444,973.8763888888888,11.666666666666668,30.542261904761908,74.65476190476191,-7.0,133.0,164.0,167.0
2024-07-09,48.3625,81.2625,617.6666666666666,9.854166666666666,31.25833333333333,106.66666666666669,31.25,71.0,977.5333333333332,6.591666666666666,9.958333333333334,133.0,9,7,1,-0.1435724234118113,-0.9896398128792412,102.0,109.0,87.0,125.0,36.0125,38.5625,29.02083333333333,45.05416666666667,114.66666666666669,104.28571428571428,121.5,40.97916666666672,36.51488095238095,44.88869047619047,7.961111111111112,30.28055555555554,73.72222222222223,976.1444444444444,11.007142857142856,30.26964285714286,75.01190476190477,31.0,164.0,167.0,134.0
