timestamp,pm25,pm10,co,so2,no2,o3,temperature,humidity,pressure,wind_speed,clouds,aqi,day,month,day_of_week,doy_sin,doy_cos,aqi_lag_1d,aqi_lag_2d,aqi_lag_3d,aqi_lag_7d,pm25_lag_1d,pm25_lag_2d,pm25_lag_3d,pm25_lag_7d,aqi_rolling_mean_3d,aqi_rolling_mean_7d,aqi_rolling_mean_14d,pm25_rolling_mean_3d,pm25_rolling_mean_7d,pm25_rolling_mean_14d,wind_speed_roll_3d,temperature_roll_3d,humidity_roll_3d,pressure_roll_3d,wind_speed_roll_7d,temperature_roll_7d,humidity_roll_7d,aqi_change_rate,target_aqi_day1,target_aqi_day2,target_aqi_day3
2026-09-07,69.06666666666666,81.86666666666666,1399.0,22.8,48.36666666666667,144.66666666666666,31.46666666666667,61.66666666666666,981.2,4.1000000000000005,7.0,158.0,7,9,0,-0.9164086366943458,-0.4002439388573056,167.0,152.0,118.0,156.0,87.34285714285714,57.54285714285714,42.55,64.875,159.0,147.28571428571428,152.5,71.31746031746036,60.15748299319728,64.3711765615337,3.695238095238094,29.407936507936498,72.4126984126984,981.6857142857144,5.567006802721089,29.65816326530612,73.48639455782312,-9.0,,,
